קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר,שכונה
1.0,2000.0,29/03/2009,חוחית 3,11193-330-6,דירה בבית קומות,6.5,שניה ושלישית,127.68,"1,850,000 ₪",רמת חן
1.0,2000.0,01/05/2002,חוחית 3,11193-330-6,דירה בבית קומות,6.5,שניה ושלישית,127.68,"1,756,000 ₪",רמת חן
6.0,2001.0,05/03/2009,צופית 22,11193-258-10,דירה בבית קומות,4,קומה 3,87.2,"820,000 ₪",רמת חן
2.0,2004.0,05/02/2009,חוחית 5,11193-329-5,דירה בבית קומות,5,שלישית + רביעית,134.3,"1,300,000 ₪",רמת חן
3.0,2000.0,25/12/2008,בת חן 46,11193-283-7,דירה בבית קומות,5,"רביעית, חמישית",126.1,"1,010,000 ₪",רמת חן
4.0,2000.0,19/12/2008,דוכיפת 5,11193-340-8,דירה בבית קומות,4,שלישית,83.53,"1,090,000 ₪",רמת חן
4.0,2000.0,29/06/2000,דוכיפת 5,11193-340-8,דירה בבית קומות,4,שלישית,83.53,"1,032,000 ₪",רמת חן
2.0,1999.0,16/11/2008,בת חן 54,11193-287-2,דירה בבית קומות,4,שניה,110.0,"880,000 ₪",רמת חן
2.0,2000.0,12/10/2008,דוכיפת 4,11193-292-8,דירה בבית קומות,5,שלישית ורביעית,143.9,"1,270,000 ₪",רמת חן
2.0,2000.0,06/01/2002,דוכיפת 4,11193-292-8,דירה בבית קומות,5,שלישית ורביעית,143.9,"1,320,000 ₪",רמת חן
4.0,2002.0,06/10/2008,בת חן 38,11193-277-1,דירה בבית קומות,5,קרקע וראשונה,116.68,"1,275,000 ₪",רמת חן
4.0,2002.0,27/12/1999,בת חן 38,11193-277-1,דירה בבית קומות,5,קרקע וראשונה,116.68,"1,172,000 ₪",רמת חן
3.0,2002.0,18/09/2008,צופית 5,11193-265-1,דירה בבית קומות,5,קרקע וראשונה,115.49,"1,000,000 ₪",רמת חן
3.0,2002.0,04/08/2008,דוכיפת 2,11193-291-4,דירה בבית קומות,4,ראשונה,85.08,"1,200,000 ₪",רמת חן
3.0,1999.0,29/06/2008,חוחית 10,11193-322-2,דירה בבית קומות,4,ראשונה,83.66,"1,070,000 ₪",רמת חן
1.0,2000.0,22/06/2008,בת חן 14,11193-309-5,דירה בבית קומות,5,קרקע ראשונה שניה,133.8,"1,200,000 ₪",רמת חן
4.0,2000.0,16/06/2008,בת חן 24,11193-270-3,דירה בבית קומות,5,לא ידוע,110.0,"1,180,000 ₪",רמת חן
1.0,2002.0,12/06/2008,צופית 6,11193-306-3,דירה בבית קומות,5,שלישית,120.0,"1,200,000 ₪",רמת חן
6.0,2008.0,11/06/2008,בת חן 64,11193-342-7,דירה בבית קומות,3,קומה 2,89.52,"980,000 ₪",רמת חן
3.0,1999.0,19/05/2008,בת חן 15,11193-314-3,דירה בבית קומות,4,ראשונה,96.58,"1,025,000 ₪",רמת חן
2.0,1999.0,14/05/2008,בת חן 25,11193-325-6,דירה בבית קומות,4,שניה שלישית,116.29,"1,080,000 ₪",רמת חן
4.0,2007.0,13/04/2008,דוכיפת 8,11193-294-7,דירה בבית קומות,4,שלישית,92.6,"920,000 ₪",רמת חן
4.0,2007.0,08/04/2008,דוכיפת 8,11193-294-2,דירה בבית קומות,4.5,ראשונה,91.2,"880,000 ₪",רמת חן
3.0,2003.0,27/03/2008,חוחית 12,11193-324-4,דירה בבית קומות,4,שניה,87.65,"1,030,000 ₪",רמת חן
4.0,2002.0,24/03/2008,בת חן 38,11193-277-2,דירה בבית קומות,5,קרקע וראשונה,112.13,"1,240,000 ₪",רמת חן
6.0,2008.0,21/03/2008,בת חן 64,11193-342-1,דירה בבית קומות,4,"קומה 0, קומה 1, קומה 2",93.7,"1,040,000 ₪",רמת חן
4.0,2002.0,19/03/2008,דוכיפת 3,11193-339-4,דירה בבית קומות,4,שלישית,105.4,"1,130,000 ₪",רמת חן
3.0,2002.0,22/01/2008,צופית 5,11193-265-6,דירה בבית קומות,4,שלישית,92.74,"1,004,000 ₪",רמת חן
4.0,2007.0,27/12/2007,דוכיפת 8,11193-294-9,דירה בבית קומות,3,רביעית חמישית,90.0,"1,200,000 ₪",רמת חן
4.0,2007.0,21/11/2007,דוכיפת 8,11193-294-6,דירה בבית קומות,5,שלישית,92.6,"961,000 ₪",רמת חן
3.0,2000.0,08/11/2007,צופית 7,11193-264-8,דירה בבית קומות,3,ראשונה,63.0,"680,000 ₪",רמת חן
4.0,2003.0,30/08/2007,בת חן 21,11193-321-5,דירה בבית קומות,3,שלישית,93.15,"918,000 ₪",רמת חן
3.0,1999.0,28/08/2007,חוחית 10,11193-322-4,דירה בבית קומות,4,שניה,98.92,"1,129,000 ₪",רמת חן
3.0,1999.0,15/11/1998,חוחית 10,11193-322-4,דירה בבית קומות,4,שניה,98.92,"998,000 ₪",רמת חן
3.0,2005.0,25/07/2007,בת חן 50,11193-285-4,דירה בבית קומות,4,שלישית,111.5,"1,100,000 ₪",רמת חן
3.0,2000.0,16/07/2007,דוכיפת 11,11193-344-1,דירה בבית קומות,4,קרקע,95.5,"1,167,000 ₪",רמת חן
3.0,2000.0,30/04/2002,דוכיפת 11,11193-344-1,דירה בבית קומות,4,קרקע,95.5,"1,080,000 ₪",רמת חן
4.0,2005.0,10/06/2007,חוחית 6,11193-317-1,דירה בבית קומות,4,קרקע,105.39,"1,238,000 ₪",רמת חן
3.0,1999.0,10/06/2007,חוחית 10,11193-322-1,דירה בבית קומות,5,קרקע,107.61,"1,154,000 ₪",רמת חן
3.0,1999.0,26/12/2004,חוחית 10,11193-322-1,דירה בבית קומות,5,קרקע,107.61,"1,320,000 ₪",רמת חן
2.0,1999.0,22/04/2007,דוכיפת 16,11193-298-3,דירה בבית קומות,4,ראשונה,105.0,"984,000 ₪",רמת חן
3.0,2005.0,15/03/2007,בת חן 50,11193-285-3,דירה בבית קומות,1,שניה,131.75,"204,000 ₪",רמת חן
1.0,1999.0,19/02/2007,צופית 4,11193-308-10,דירה בבית קומות,5,שניה ושלישית,121.8,"1,200,000 ₪",רמת חן
3.0,2002.0,31/01/2007,חוחית 14,11193-326-4,דירה בבית קומות,5.5,"קומה 3, קומה 4",141.4,"1,445,000 ₪",רמת חן
4.0,2001.0,13/12/2006,בת חן 26,11193-271-2,דירה בבית קומות,2,קרקע,55.0,"713,000 ₪",רמת חן
1.0,2000.0,10/12/2006,בת חן 14,11193-309-10,דירה בבית קומות,4,שלישית רביעית*,113.8,"1,078,000 ₪",רמת חן
4.0,2002.0,20/11/2006,דוכיפת 3,11193-339-5,דירה בבית קומות,5,שלישית,106.6,"1,034,000 ₪",רמת חן
2.0,1999.0,08/11/2006,בת חן 54,11193-287-9,דירה בבית קומות,6,שלישית,120.0,"1,363,000 ₪",רמת חן
1.0,2000.0,02/11/2006,חוחית 3,11193-330-5,דירה בבית קומות,6,שניה ושלישית,124.33,"1,443,000 ₪",רמת חן
4.0,2000.0,02/11/2006,בת חן 24,11193-270-1,דירה בבית קומות,5,לא ידוע,129.0,"1,186,000 ₪",רמת חן
3.0,1999.0,11/09/2006,בת חן 15,11193-314-4,דירה בבית קומות,3,ראשונה,97.3,"1,054,000 ₪",רמת חן
2.0,1999.0,22/05/2006,דוכיפת 16,11193-298-1,דירה בבית קומות,5,שניה,112.0,"986,000 ₪",רמת חן
4.0,2005.0,11/04/2006,חוחית 6,11193-317-2,דירה בבית קומות,4,קרקע ראשונה,109.25,"1,324,000 ₪",רמת חן
3.0,2000.0,28/03/2006,בת חן 46,11193-283-4,דירה בבית קומות,5,שניה,139.4,"1,250,000 ₪",רמת חן
2.0,2000.0,16/03/2006,בת חן 22,11193-269-3,דירה בבית קומות,5,שניה+שלישית,115.83,"1,290,000 ₪",רמת חן
2.0,2000.0,15/08/2001,בת חן 22,11193-269-3,דירה בבית קומות,5,שניה+שלישית,115.83,"1,166,000 ₪",רמת חן
4.0,2005.0,27/02/2006,חוחית 6,11193-317-5,דירה בבית קומות,4,קרקע שניה,94.53,"1,185,000 ₪",רמת חן
3.0,2004.0,13/02/2006,צופית 3,11193-266-8,דירה בבית קומות,5,רביעית וחמישית,106.42,"1,408,000 ₪",רמת חן
3.0,2004.0,06/10/2005,בת חן 34,11193-275-6,דירה בבית קומות,6,שלישית רביעית,129.39,"1,263,000 ₪",רמת חן
3.0,1999.0,23/09/2005,בת חן 15,11193-314-7,דירה בבית קומות,6,שלישית ורביעית,140.65,"1,466,000 ₪",רמת חן
4.0,2007.0,20/09/2005,דוכיפת 8,11193-294-0,קרקע למגורים,לא ידוע,לא ידוע,986.0,"455,000 ₪",רמת חן
3.0,1998.0,11/08/2005,בת חן 35,11193-332-2,דירה בבית קומות,5,קרקע,98.04,"1,445,000 ₪",רמת חן
3.0,1998.0,23/05/1999,בת חן 35,11193-332-2,דירה בבית קומות,5,קרקע,98.04,"1,229,000 ₪",רמת חן
3.0,2002.0,19/06/2005,צופית 11,11193-262-1,דירה בבית קומות,4.5,קרקע ראשונה,98.29,"1,062,000 ₪",רמת חן
2.0,1999.0,10/03/2005,בת חן 25,11193-325-9,דירה בבית קומות,4,ראשונה,92.42,"1,164,000 ₪",רמת חן
4.0,2003.0,08/03/2005,בת חן 21,11193-321-8,דירה בבית קומות,5,"רביעית, חמישית",139.22,"1,172,000 ₪",רמת חן
1.0,2002.0,06/03/2005,צופית 6,11193-306-1,דירה בבית קומות,5,שלישית,120.0,"1,120,000 ₪",רמת חן
3.0,2000.0,06/02/2005,בת חן 46,11193-283-3,דירה בבית קומות,4,שניה,92.63,"1,008,000 ₪",רמת חן
3.0,2000.0,04/04/2000,בת חן 46,11193-283-3,דירה בבית קומות,4,שניה,92.63,"865,000 ₪",רמת חן
3.0,2002.0,12/11/2004,צופית 5,11193-265-3,דירה בבית קומות,3,שניה,67.04,"773,000 ₪",רמת חן
3.0,2000.0,28/10/2004,צופית 7,11193-264-2,דירה בבית קומות,4,לא ידוע,117.0,"1,424,000 ₪",רמת חן
3.0,2004.0,17/10/2004,בת חן 34,11193-275-7,דירה בבית קומות,4,שלישית רביעית,125.51,"1,540,000 ₪",רמת חן
3.0,2004.0,25/07/2004,צופית 3,11193-266-3,דירה בבית קומות,3,שניה,67.04,"777,000 ₪",רמת חן
3.0,2004.0,30/06/2004,בת חן 34,11193-275-4,דירה בבית קומות,4,ראשונה,86.55,"1,011,000 ₪",רמת חן
3.0,2000.0,06/06/2004,בת חן 58,11193-290-1,דירה בבית קומות,4,"קרקע, ראשונה",98.0,"1,110,000 ₪",רמת חן
3.0,2003.0,17/02/2004,חוחית 12,11193-324-6,דירה בבית קומות,4,שלישית רביעית,116.64,"1,222,000 ₪",רמת חן
4.0,2008.0,06/01/2004,דוכיפת 10,11193-295-0,קרקע למגורים,לא ידוע,לא ידוע,1126.0,"1,180,000 ₪",רמת חן
3.0,2003.0,28/12/2003,חוחית 12,11193-324-7,דירה בבית קומות,4,שלישית רביעית,116.62,"1,279,000 ₪",רמת חן
3.0,2002.0,11/12/2003,צופית 10,11193-301-8,דירה בבית קומות,3,שלישית ורביעית,90.0,"1,132,000 ₪",רמת חן
3.0,2005.0,07/11/2003,חוחית 1,11193-331-5,דירה בבית קומות,1,שניה,96.16,"3,369,000 ₪",רמת חן
3.0,2000.0,28/10/2003,בת חן 23,11193-323-7,דירה בבית קומות,4,שלישית ורביעית,123.61,"1,189,000 ₪",רמת חן
3.0,2004.0,04/09/2003,בת חן 34,11193-275-2,דירה בבית קומות,4,קרקע,85.35,"954,000 ₪",רמת חן
3.0,2004.0,26/08/2003,בת חן 34,11193-275-1,דירה בבית קומות,4,קרקע,85.54,"885,000 ₪",רמת חן
3.0,2004.0,17/12/2002,בת חן 34,11193-275-1,דירה בבית קומות,4,קרקע,85.54,"1,059,000 ₪",רמת חן
2.0,2001.0,27/04/2003,חוחית 2,11193-313-5,דירה בבית קומות,4,שניה ושלישית,107.76,"1,211,000 ₪",רמת חן
3.0,2002.0,13/04/2003,צופית 10,11193-301-1,דירה בבית קומות,4,מרתף וקרקע,97.77,"1,099,000 ₪",רמת חן
3.0,2002.0,06/04/2003,צופית 10,11193-301-4,דירה בבית קומות,4,ראשונה,89.56,"1,018,000 ₪",רמת חן
3.0,2000.0,15/01/2003,בת חן 58,11193-290-6,לא ידוע,3,שלישית,75.65,"860,000 ₪",רמת חן
3.0,2000.0,12/12/2000,בת חן 58,11193-290-6,לא ידוע,3,שלישית,75.65,"690,000 ₪",רמת חן
1.0,2000.0,02/01/2003,חוחית 3,11193-330-0,לא ידוע,5,ראשונה,764.0,"1,211,000 ₪",רמת חן
3.0,2002.0,18/12/2002,צופית 11,11193-262-8,לא ידוע,5,רביעית חמישית,111.87,"1,175,000 ₪",רמת חן
4.0,2001.0,10/12/2002,בת חן 48,11193-284-6,דירה בבית קומות,5,רביעית + עליית גג,125.85,"1,225,000 ₪",רמת חן
3.0,2004.0,28/11/2002,בת חן 34,11193-275-0,מגורים,לא ידוע,לא ידוע,759.0,"162,000 ₪",רמת חן
4.0,2002.0,18/11/2002,דוכיפת 3,11193-339-2,לא ידוע,5,ראשונה,111.64,"1,190,000 ₪",רמת חן
3.0,2002.0,03/09/2002,צופית 10,11193-301-6,דירה בבית קומות,5,שניה,102.6,"1,220,000 ₪",רמת חן
3.0,2002.0,03/09/2002,צופית 10,11193-301-2,דירה בבית קומות,4,מרתף וקרקע,100.03,"1,070,000 ₪",רמת חן
2.0,2001.0,29/07/2002,חוחית 2,11193-313-3,דירה בבית קומות,4.5,ראשונה,97.96,"1,080,000 ₪",רמת חן
5.0,2002.0,20/06/2002,צופית 20,11193-258-22,לא ידוע,3,קומה 1,72.2,"743,000 ₪",רמת חן
3.0,2001.0,02/05/2002,בת חן 20,11193-268-6,דירה בבית קומות,5,שלישית,93.0,"1,214,000 ₪",רמת חן
3.0,2001.0,22/04/2002,בת חן 42,11193-281-0,לא ידוע,4,ראשונה,111.0,"1,286,000 ₪",רמת חן
1.0,1999.0,04/04/2002,צופית 4,11193-308-8,לא ידוע,5,שניה ושלישית,109.7,"1,160,000 ₪",רמת חן
3.0,2000.0,17/02/2002,בת חן 46,11193-283-6,דירה בבית קומות,5,"רביעית, חמישית",126.16,"1,018,000 ₪",רמת חן
4.0,2001.0,12/02/2002,בת חן 26,11193-271-5,דירה בבית קומות,4,שניה,90.0,"1,232,000 ₪",רמת חן
1.0,2000.0,24/01/2002,חוחית 3,11193-330-4,לא ידוע,5,מרתף קרקע וראשונה,113.72,"1,292,000 ₪",רמת חן
1.0,2000.0,21/12/1999,חוחית 3,11193-330-4,לא ידוע,5,מרתף קרקע וראשונה,113.72,"1,504,000 ₪",רמת חן
3.0,2000.0,24/01/2002,בת חן 4,11193-300-1,לא ידוע,4,שלישית,100.0,"1,006,000 ₪",רמת חן
2.0,2001.0,10/01/2002,חוחית 2,11193-313-1,דירה בבית קומות,5,קרקע,98.01,"1,139,000 ₪",רמת חן
3.0,2000.0,07/01/2002,דוכיפת 13,11193-344-16,דירה בבית קומות,3,שלישית ורביעית,90.0,"1,188,000 ₪",רמת חן
6.0,2001.0,01/01/2002,צופית 22,11193-258-13,לא ידוע,4,קומה 4,87.3,"3,520,000 ₪",רמת חן
3.0,2003.0,24/12/2001,חוחית 12,11193-324-0,לא ידוע,4,שניה,90.0,"1,038,000 ₪",רמת חן
3.0,2000.0,19/12/2001,בת חן 4,11193-300-7,לא ידוע,4,שלישית,108.0,"911,000 ₪",רמת חן
3.0,2000.0,12/12/2001,בת חן 23,11193-323-8,לא ידוע,4,שלישית ורביעית,100.0,"1,119,000 ₪",רמת חן
3.0,2000.0,22/11/2001,צופית 17,11193-259-1,לא ידוע,4,קרקע ראשונה,83.95,"896,000 ₪",רמת חן
3.0,2000.0,18/11/2001,בת חן 46,11193-283-2,לא ידוע,5,"קרקע, ראשונה",110.8,"1,216,000 ₪",רמת חן
2.0,2001.0,25/10/2001,חוחית 2,11193-313-2,דירה בבית קומות,5,קרקע,98.13,"1,077,000 ₪",רמת חן
3.0,2000.0,11/10/2001,דוכיפת 11,11193-344-5,דירה בבית קומות,4,שניה,85.2,"1,021,000 ₪",רמת חן
3.0,2001.0,13/09/2001,בת חן 42,11193-281-6,לא ידוע,4,שלישית רביעית ועליית גג,100.0,"1,192,000 ₪",רמת חן
2.0,2000.0,22/08/2001,בת חן 22,11193-269-4,דירה בבית קומות,5,שניה+שלישית,115.83,"1,163,000 ₪",רמת חן
3.0,2002.0,20/08/2001,דוכיפת 15,11193-344-6,דירה בבית קומות,4,שניה,85.2,"931,000 ₪",רמת חן
1.0,2000.0,19/08/2001,חוחית 3,11193-330-3,לא ידוע,5,מרתף קרקע וראשונה,128.43,"1,141,000 ₪",רמת חן
2.0,2000.0,16/08/2001,בת חן 22,11193-269-5,דירה בבית קומות,4,רביעית+חמישית,107.22,"1,000,000 ₪",רמת חן
2.0,2001.0,12/08/2001,חוחית 2,11193-313-7,דירה בבית קומות,4,קרקע ראשונה,120.0,"1,462,000 ₪",רמת חן
3.0,2001.0,24/07/2001,צופית 12,11193-299-0,לא ידוע,4,ראשונה,80.0,"1,100,000 ₪",רמת חן
3.0,2001.0,21/10/1999,צופית 12,11193-299-0,לא ידוע,4,ראשונה,80.0,"1,409,000 ₪",רמת חן
3.0,2000.0,16/05/2001,צופית 7,11193-264-9,לא ידוע,3,שניה,88.0,"746,000 ₪",רמת חן
4.0,2001.0,21/03/2001,בת חן 48,11193-284-0,לא ידוע,לא ידוע,לא ידוע,766.0,"1,769,000 ₪",רמת חן
3.0,1998.0,28/02/2001,בת חן 35,11193-332-3,לא ידוע,3,ראשונה,67.66,"1,143,000 ₪",רמת חן
3.0,2000.0,28/12/2000,צופית 7,11193-264-1,לא ידוע,3,שניה,70.0,"745,000 ₪",רמת חן
3.0,2002.0,27/12/2000,צופית 5,11193-265-0,לא ידוע,לא ידוע,לא ידוע,775.0,"810,000 ₪",רמת חן
5.0,2000.0,02/10/2000,בת חן 56,11193-288-2,לא ידוע,6,ראשונה,114.4,"1,162,000 ₪",רמת חן
3.0,2000.0,02/08/2000,דוכיפת 13,11193-344-13,דירה בבית קומות,4,שניה,85.2,"958,000 ₪",רמת חן
3.0,2000.0,02/07/2000,דוכיפת 11,11193-344-20,דירה בבית קומות,4,ראשונה,95.85,"876,000 ₪",רמת חן
1.0,2000.0,07/05/2000,בת חן 14,11193-309-3,לא ידוע,5,קרקע ראשונה שניה,117.6,"1,171,000 ₪",רמת חן
3.0,1999.0,24/04/2000,בת חן 31,11193-334-6,לא ידוע,5,"קומה 3, קומה 4",116.11,"933,000 ₪",רמת חן
3.0,2000.0,16/04/2000,בת חן 46,11193-283-1,דירה בבית קומות,5,"קרקע, ראשונה",114.1,"1,008,000 ₪",רמת חן
3.0,1999.0,02/04/2000,בת חן 31,11193-334-5,לא ידוע,לא ידוע,"קומה 3, קומה 4",119.52,"443,000 ₪",רמת חן
3.0,2000.0,30/12/1999,דוכיפת 11,11193-344-22,לא ידוע,4,שניה,85.2,"1,009,000 ₪",רמת חן
4.0,2001.0,29/12/1999,בת חן 26,11193-271-6,דירה בבית קומות,5,שלישית,103.22,"1,091,000 ₪",רמת חן
3.0,2000.0,31/10/1999,בת חן 58,11193-290-5,דירה בבית קומות,3,שלישית,75.51,"899,000 ₪",רמת חן
3.0,2001.0,17/10/1999,צופית 12,11193-299-4,לא ידוע,4,שניה,93.97,"1,120,000 ₪",רמת חן
3.0,2001.0,15/10/1999,צופית 12,11193-299-5,לא ידוע,4,שניה,93.83,"1,117,000 ₪",רמת חן
4.0,1999.0,27/09/1999,בת חן 44,11193-282-3,לא ידוע,4,שניה,88.48,"1,026,000 ₪",רמת חן
2.0,1999.0,30/08/1999,בת חן 25,11193-325-1,לא ידוע,4,קרקע,102.59,"1,122,000 ₪",רמת חן
3.0,1999.0,01/08/1999,בת חן 17,11193-316-6,דירה בבית קומות,3,רביעית וחמישית,80.0,"1,262,000 ₪",רמת חן
3.0,1998.0,16/06/1999,בת חן 35,11193-332-1,לא ידוע,5,קרקע,98.04,"1,243,000 ₪",רמת חן
3.0,1999.0,10/06/1999,בת חן 19,11193-318-1,לא ידוע,4,קרקע וראשונה,104.66,"1,083,000 ₪",רמת חן
3.0,1999.0,31/05/1999,בת חן 31,11193-334-4,לא ידוע,4,קומה 2,90.65,"914,000 ₪",רמת חן
2.0,1999.0,26/05/1999,בת חן 54,11193-287-1,לא ידוע,4,לא ידוע,100.0,"980,000 ₪",רמת חן
3.0,1999.0,29/04/1999,בת חן 31,11193-334-3,לא ידוע,4,קומה 2,90.65,"944,000 ₪",רמת חן
3.0,1999.0,28/04/1999,בת חן 15,11193-314-6,דירה בבית קומות,4,שניה,82.29,"931,000 ₪",רמת חן
3.0,1998.0,26/04/1999,בת חן 35,11193-332-4,לא ידוע,3,ראשונה,67.66,"818,000 ₪",רמת חן
3.0,1999.0,25/04/1999,בת חן 17,11193-316-5,דירה בבית קומות,4,שלישית,89.37,"959,000 ₪",רמת חן
3.0,1999.0,24/03/1999,בת חן 17,11193-316-1,דירה בבית קומות,4,קרקע וראשונה,91.6,"891,000 ₪",רמת חן
3.0,1999.0,22/03/1999,בת חן 19,11193-318-3,לא ידוע,5,שניה,106.39,"1,103,000 ₪",רמת חן
2.0,1999.0,15/03/1999,בת חן 25,11193-325-3,לא ידוע,4,ראשונה,87.61,"963,000 ₪",רמת חן
3.0,1999.0,04/03/1999,בת חן 19,11193-318-7,לא ידוע,6,רביעית וחמישית,109.88,"1,233,000 ₪",רמת חן
3.0,1999.0,07/10/1998,חוחית 10,11193-322-7,לא ידוע,6,שלישית ורביעית,114.41,"1,105,000 ₪",רמת חן
